Date,Close,High,Low,Open,Volume,RSI_14,EMA_20,SMA_20,BB_upper,BB_lower,MACD,Signal_Line
03-02-1981,0.094738759,0.095167411,0.094738759,0.094738759,19152000,37.49930295,0.104646216,0.106055867,0.117946627,0.094165106,-0.002212869,4.06E-05
04-02-1981,0.098167971,0.098596616,0.098167971,0.098167971,27865600,39.39324351,0.10402924,0.10567004,0.118073908,0.093266173,-0.002418935,-0.000451291
05-02-1981,0.098167971,0.099025274,0.098167971,0.098167971,7929600,40.20542578,0.103471024,0.105391376,0.118220811,0.09256194,-0.002552816,-0.000871596
06-02-1981,0.098596647,0.099025305,0.098596647,0.098596647,13865600,30.11983024,0.103006798,0.10485552,0.117888787,0.091822252,-0.002594421,-0.001216161
09-02-1981,0.093452781,0.09431009,0.093452781,0.09431009,16755200,28.7350209,0.102096891,0.104105335,0.117966783,0.090243887,-0.003007788,-0.001574486
10-02-1981,0.093452781,0.093881439,0.093452781,0.093452781,18345600,24.38973829,0.101273643,0.103548047,0.118199693,0.0888964,-0.003297374,-0.001919064
11-02-1981,0.090452231,0.090880883,0.090452231,0.090880883,13843200,19.76704235,0.100243032,0.102819298,0.118569833,0.087068762,-0.003726041,-0.002280459
12-02-1981,0.089594126,0.09002355,0.089594126,0.09002355,14560000,19.53944134,0.099228851,0.101940482,0.11860373,0.085277233,-0.004087882,-0.002641944
13-02-1981,0.087450854,0.088308163,0.087450854,0.088308163,11155200,19.31737675,0.098107137,0.100997366,0.118720041,0.08327469,-0.004495764,-0.003012708
17-02-1981,0.089594126,0.09002355,0.089594126,0.089594126,12275200,24.17488683,0.097296374,0.099839922,0.117355168,0.082324676,-0.004593122,-0.003328791
18-02-1981,0.093452781,0.09431009,0.093452781,0.093452781,19241600,33.69563102,0.096930317,0.099046873,0.116188306,0.081905439,-0.004309243,-0.003524881
19-02-1981,0.087879509,0.088308166,0.087879509,0.088308166,22310400,32.29114617,0.096068336,0.097867997,0.114655146,0.081080848,-0.004482315,-0.003716368
20-02-1981,0.08316429,0.083592947,0.08316429,0.083592947,24371200,32.97874366,0.094839379,0.096389062,0.112867297,0.079910826,-0.004942974,-0.003961689
23-02-1981,0.084450267,0.084878924,0.084450267,0.084450267,14112000,40.47571656,0.09384994,0.09499586,0.110486973,0.079504746,-0.005144975,-0.004198346
24-02-1981,0.081449695,0.082307004,0.081449695,0.082307004,16979200,31.32543366,0.092668964,0.093538357,0.10831679,0.078759923,-0.005483967,-0.00445547
25-02-1981,0.086593524,0.087022175,0.086593524,0.086593524,19488000,34.48268629,0.092090351,0.092380913,0.105328391,0.079433436,-0.00527673,-0.004619722
26-02-1981,0.087879509,0.088308166,0.087879509,0.087879509,10841600,36.66650059,0.091689318,0.09145923,0.102749107,0.080169353,-0.004951645,-0.004686107
27-02-1981,0.090880804,0.091738112,0.090880804,0.090880804,14761600,40.62561611,0.091612317,0.090880507,0.100913765,0.080847249,-0.0044011,-0.004629106
02-03-1981,0.091309525,0.091738177,0.091309525,0.091309525,11760000,47.05909535,0.091583479,0.090601884,0.100234923,0.080968844,-0.003885407,-0.004480366
03-03-1981,0.090023525,0.090452182,0.090023525,0.090452182,16172800,45.45489557,0.091434912,0.090537584,0.100167903,0.080907265,-0.003539683,-0.004292229
04-03-1981,0.089165479,0.08959413,0.089165479,0.08959413,13708800,48.19186036,0.091218776,0.09025892,0.099698023,0.080819817,-0.003296926,-0.004093169
05-03-1981,0.088736825,0.089165482,0.088736825,0.089165482,5376000,48.7806067,0.0909824,0.089787363,0.098475231,0.081099494,-0.003103355,-0.003895206
06-03-1981,0.087879509,0.088736817,0.087879509,0.088736817,11603200,50.63285291,0.090686886,0.089272939,0.097041136,0.081504742,-0.00298472,-0.003713109
09-03-1981,0.081021026,0.081449677,0.081021026,0.081449677,15321600,38.88977505,0.089766328,0.088394158,0.09568302,0.081105297,-0.003404875,-0.003651462
10-03-1981,0.077162407,0.077591059,0.077162407,0.077591059,28380800,28.88862883,0.088565955,0.08757964,0.09603571,0.079123569,-0.004003063,-0.003721782
11-03-1981,0.074161783,0.075019091,0.074161783,0.075019091,29859200,30.95254549,0.087194129,0.08661509,0.09652614,0.07670404,-0.004665477,-0.003910521
12-03-1981,0.077162407,0.077591059,0.077162407,0.077162407,59248000,41.24956034,0.086238727,0.085950598,0.096537441,0.075363756,-0.004891928,-0.004106802
13-03-1981,0.076305099,0.07673375,0.076305099,0.07673375,231302400,37.97444377,0.085292667,0.085286147,0.096556195,0.0740161,-0.005081988,-0.004301839
16-03-1981,0.079306439,0.080163747,0.079306439,0.079306439,37228800,46.83576022,0.08472255,0.084878926,0.096405287,0.073352565,-0.004933557,-0.004428183
17-03-1981,0.08316429,0.084021598,0.08316429,0.08316429,43747200,44.73735001,0.084574144,0.084557435,0.095887046,0.073227823,-0.004453294,-0.004433205
18-03-1981,0.088308148,0.089165457,0.088308148,0.088308148,36937600,50.58816433,0.084929764,0.084300203,0.094995286,0.07360512,-0.003615934,-0.004269751
19-03-1981,0.087450854,0.087879506,0.087450854,0.087879506,37811200,44.99930697,0.085169867,0.08427877,0.094945331,0.073612209,-0.002987063,-0.004013213
20-03-1981,0.088308148,0.089165457,0.088308148,0.088308148,14604800,45.67815274,0.085468751,0.084535963,0.095336593,0.073735333,-0.002391929,-0.003688956
23-03-1981,0.09173815,0.092595458,0.09173815,0.09173815,22019200,52.32539928,0.086065837,0.084900357,0.096170374,0.07363034,-0.001624779,-0.003276121
24-03-1981,0.091309525,0.091738177,0.091309525,0.091738177,28156800,52.94205571,0.086565236,0.085393349,0.096888177,0.07389852,-0.001039412,-0.002828779
25-03-1981,0.089594126,0.090452207,0.089594126,0.090452207,7056000,51.13626152,0.086853701,0.085543379,0.097181597,0.073905161,-0.000705787,-0.002404181
26-03-1981,0.087879509,0.088308166,0.087879509,0.088308166,12275200,50,0.086951397,0.085543379,0.097181597,0.073905161,-0.000573135,-0.002037972
27-03-1981,0.084878907,0.085307558,0.084878907,0.085307558,12252800,55.5550549,0.086754017,0.085243284,0.096608335,0.073878233,-0.000702039,-0.001770785
30-03-1981,0.084878907,0.085736215,0.084878907,0.084878907,9900800,62.5002263,0.086575435,0.084921753,0.0959222,0.073921306,-0.000795031,-0.001575634
31-03-1981,0.084021643,0.084878952,0.084021643,0.084878952,15993600,67.16425267,0.086332217,0.084621659,0.095360449,0.073882868,-0.000927214,-0.00144595
01-04-1981,0.08316429,0.083592947,0.08316429,0.083592947,34070400,61.2907295,0.08603051,0.084321599,0.094859297,0.073783902,-0.001088602,-0.00137448
02-04-1981,0.090452231,0.090880883,0.090452231,0.090452231,31404800,71.42891967,0.086451626,0.08440737,0.095122808,0.073691932,-0.000621266,-0.001223837
03-04-1981,0.090880804,0.091309461,0.090880804,0.090880804,16486400,69.01384799,0.086873452,0.084557435,0.095557886,0.073556984,-0.000213851,-0.00102184
06-04-1981,0.089165479,0.08959413,0.089165479,0.08959413,22803200,60.60500172,0.087091741,0.084964657,0.096016767,0.073912547,-2.90E-05,-0.000823282
07-04-1981,0.088308148,0.088736799,0.088308148,0.088736799,10684800,50,0.087207589,0.085521944,0.096028091,0.075015797,4.77E-05,-0.00064909
08-04-1981,0.092595443,0.093452752,0.092595443,0.092595443,21952000,59.37506364,0.087720718,0.086443627,0.095939244,0.076948011,0.000449255,-0.000429421
09-04-1981,0.094310082,0.09473874,0.094310082,0.094310082,12499200,60.60601113,0.088348277,0.087301011,0.096354419,0.078247603,0.000895542,-0.000164428
10-04-1981,0.095596045,0.096024697,0.095596045,0.095596045,33465600,57.37621221,0.08903854,0.088265558,0.096455673,0.080075444,0.001337575,0.000135972
13-04-1981,0.095596045,0.096024697,0.095596045,0.095596045,16060800,58.33230265,0.089663064,0.089080039,0.096741604,0.081418473,0.001668654,0.000442509
14-04-1981,0.095596045,0.096024697,0.095596045,0.095596045,6652800,62.50040346,0.09022811,0.089701626,0.097359548,0.082043705,0.001909031,0.000735813
15-04-1981,0.090880804,0.091309461,0.090880804,0.091309461,34048000,55.55640462,0.090290272,0.089830259,0.097476044,0.082184474,0.00169946,0.000928543
16-04-1981,0.085736245,0.086164896,0.085736245,0.086164896,23878400,51.47048826,0.089856555,0.089744529,0.097539642,0.081949415,0.001105507,0.000963935
20-04-1981,0.088308148,0.088736799,0.088308148,0.088308148,35347200,55.40491061,0.089709087,0.089744529,0.097539642,0.081949415,0.000832727,0.000937694
21-04-1981,0.094310082,0.09473874,0.094310082,0.094310082,28537600,63.95305341,0.090147277,0.089873125,0.097888466,0.081857784,0.001088308,0.000967817
22-04-1981,0.097739331,0.098167989,0.097739331,0.097739331,18995200,68.47750872,0.09087033,0.090194616,0.098935492,0.081453739,0.001549705,0.001084194
23-04-1981,0.100311249,0.100739907,0.100311249,0.100311249,58016000,64.1962877,0.091769465,0.090730472,0.100562286,0.080898658,0.002098705,0.001287096
24-04-1981,0.099454001,0.100311304,0.099454001,0.100311304,35056000,62.19425477,0.092501326,0.091309197,0.101776491,0.080841902,0.002436532,0.001516984
27-04-1981,0.098596647,0.099025305,0.098596647,0.099025305,38528000,63.75020965,0.093081833,0.091995084,0.102485979,0.081504188,0.002605052,0.001734597
28-04-1981,0.096881993,0.09731065,0.096881993,0.09731065,32188800,62.19540163,0.093443753,0.092595238,0.102739647,0.082450829,0.002570614,0.001901801
29-04-1981,0.095596045,0.096024697,0.095596045,0.096024697,13641600,54.66647757,0.093648733,0.093173958,0.102550501,0.083797415,0.002411756,0.002003792
30-04-1981,0.097310625,0.098167939,0.097310625,0.097310625,12611200,54.66639352,0.093997485,0.093881275,0.102147,0.085615549,0.002396585,0.00208235
01-05-1981,0.097310625,0.098167939,0.097310625,0.097310625,16553600,52.77758399,0.094313022,0.094224194,0.102459941,0.085988448,0.002357388,0.002137358
04-05-1981,0.096881993,0.09731065,0.096881993,0.09731065,14448000,52.05467482,0.094557686,0.094524254,0.102684048,0.086364459,0.00226562,0.00216301
05-05-1981,0.096453406,0.096882052,0.096453406,0.096882052,17539200,51.3513742,0.09473823,0.09488865,0.10268359,0.087093711,0.002133714,0.002157151
06-05-1981,0.093881451,0.094310102,0.093881451,0.094310102,18950400,55.07234074,0.094656632,0.095167315,0.102345843,0.087988788,0.001800882,0.002085897
07-05-1981,0.095167384,0.095596041,0.095167384,0.095167384,9363200,68.33432501,0.094705275,0.095295912,0.102371865,0.08821996,0.001622176,0.001993153
08-05-1981,0.096024714,0.096453372,0.096024714,0.096024714,7907200,66.07261464,0.094830936,0.095381644,0.102448848,0.08831444,0.001532068,0.001900936
11-05-1981,0.093881451,0.094310102,0.093881451,0.094310102,11939200,48.93622057,0.094740509,0.095295914,0.102393699,0.088198129,0.001273039,0.001775357
12-05-1981,0.093881451,0.095167411,0.093881451,0.093881451,4256000,38.46148361,0.094658694,0.095210185,0.102334077,0.088086292,0.001055588,0.001631403
13-05-1981,0.093452781,0.094738747,0.093452781,0.093881439,4905600,26.47044389,0.094543845,0.095103021,0.102266844,0.087939199,0.000838996,0.001472921
14-05-1981,0.092166819,0.093024127,0.092166819,0.093024127,4928000,25.71403883,0.094317462,0.095167322,0.102193336,0.088141308,0.000557155,0.001289768
15-05-1981,0.094310082,0.095596048,0.094310082,0.094310082,4905600,36.84197045,0.094316759,0.095596014,0.101075108,0.09011692,0.000500964,0.001132007
18-05-1981,0.096024714,0.096882017,0.096024714,0.096024714,4166400,47.36849568,0.094479421,0.095981842,0.100253925,0.09170976,0.00058801,0.001023208
19-05-1981,0.094310082,0.09473874,0.094310082,0.09473874,25424000,46.15382901,0.094463294,0.095981842,0.100253925,0.09170976,0.000512727,0.000921112
20-05-1981,0.097310625,0.098167939,0.097310625,0.097310625,13283200,50,0.094734468,0.095960407,0.100199535,0.091721279,0.000687262,0.000874342
21-05-1981,0.102883995,0.103312652,0.102883995,0.102883995,32211200,61.81961882,0.095510614,0.096089044,0.100988749,0.091189339,0.001260773,0.000951628
22-05-1981,0.107599095,0.108456409,0.107599095,0.107599095,31427200,69.23161256,0.096661897,0.096496299,0.103483128,0.08950947,0.00207187,0.001175676
26-05-1981,0.107170448,0.107599093,0.107170448,0.107599093,85344000,69.23146446,0.097662712,0.096924989,0.105357076,0.088492902,0.00264954,0.001470449
27-05-1981,0.113171637,0.113600294,0.113171637,0.113171637,149497600,80.82234507,0.099139752,0.097739471,0.108869417,0.086609525,0.003550664,0.001886492
28-05-1981,0.113171637,0.113600294,0.113171637,0.113171637,73987200,80.00048666,0.100476122,0.098618251,0.111648757,0.085587744,0.004216209,0.002352435
29-05-1981,0.113600336,0.11402976,0.113600336,0.113600336,59382400,79.71066186,0.101726047,0.099432736,0.114057929,0.084807544,0.004723798,0.002826708
01-06-1981,0.113600336,0.11402976,0.113600336,0.113600336,51251200,85.93784626,0.102856932,0.100247222,0.116134701,0.084359742,0.005067649,0.003274896
02-06-1981,0.108027771,0.108456428,0.108027771,0.108456428,40432000,71.42909705,0.103349393,0.100804511,0.116974384,0.084634638,0.004834762,0.003586869
03-06-1981,0.108027771,0.108885074,0.108027771,0.108027771,39446400,72.36896089,0.103794953,0.101383229,0.117724992,0.085041466,0.004597203,0.003788936
04-06-1981,0.110171027,0.110599673,0.110171027,0.110171027,56067200,76.92347288,0.104402198,0.102197708,0.118588874,0.085806542,0.004529664,0.003937082
05-06-1981,0.108456478,0.108885123,0.108456478,0.108885123,57680000,71.42926795,0.10478832,0.102862163,0.119130315,0.08659401,0.004288356,0.004007336
08-06-1981,0.104598545,0.105027202,0.104598545,0.105027202,93497600,62.19589225,0.104770246,0.103290854,0.119249284,0.087332424,0.003742671,0.003954403
09-06-1981,0.106741808,0.107170465,0.106741808,0.106741808,119593600,67.47053827,0.104958014,0.103933872,0.119322127,0.088545617,0.003443461,0.003852215
10-06-1981,0.108027771,0.109313731,0.108027771,0.108027771,25222400,65.82355401,0.105250372,0.104641188,0.119370288,0.089912088,0.00327238,0.003736248
11-06-1981,0.112742998,0.113171655,0.112742998,0.112742998,38976000,64.93499047,0.105963955,0.105605699,0.119765304,0.091446093,0.003477193,0.003684437
12-06-1981,0.11145702,0.111885677,0.11145702,0.111885677,25804800,56.52177418,0.106487104,0.106570209,0.119445133,0.093695285,0.003495448,0.003646639
15-06-1981,0.111028373,0.11145703,0.111028373,0.11145703,143763200,56.52177418,0.106919606,0.107406123,0.119040617,0.095771629,0.003435722,0.003604456
16-06-1981,0.108885087,0.109313744,0.108885087,0.109313744,37251200,41.66668839,0.107106795,0.108049142,0.118384042,0.097714242,0.0031788,0.003519325
17-06-1981,0.107170448,0.107599093,0.107170448,0.107599093,27574400,39.06249915,0.107112857,0.10869216,0.116784901,0.100599419,0.002804502,0.00337636
18-06-1981,0.106741808,0.107599111,0.106741808,0.107170465,23049600,37.49992531,0.107077519,0.109163719,0.115335068,0.10299237,0.002445095,0.003190107
19-06-1981,0.103741266,0.104169912,0.103741266,0.104169912,27507200,33.80280001,0.10675978,0.109206583,0.115203734,0.103209432,0.001896285,0.002931343
22-06-1981,0.09988258,0.100311226,0.09988258,0.100311226,10841600,35.81995504,0.106104809,0.108820757,0.116107565,0.10153395,0.00113688,0.00257245
23-06-1981,0.101597242,0.102455312,0.101597242,0.101597242,15030400,39.43572913,0.105675517,0.108542097,0.116490828,0.100593366,0.00066573,0.002191106
24-06-1981,0.099025287,0.099882601,0.099025287,0.099882601,23027200,31.94376718,0.105042162,0.107834779,0.116531387,0.099138172,8.38E-05,0.001769653
25-06-1981,0.101168528,0.101597185,0.101168528,0.101168528,24259200,38.35517842,0.104673244,0.107234624,0.116036541,0.098432707,-0.000202043,0.001375314
26-06-1981,0.09988258,0.100739883,0.09988258,0.100739883,23788800,41.78994942,0.104216991,0.106548736,0.115399804,0.097697668,-0.000526305,0.00099499
29-06-1981,0.096453406,0.097310709,0.096453406,0.097310709,10595200,32.85642705,0.103477602,0.10569139,0.114977616,0.096405164,-0.001047911,0.00058641
30-06-1981,0.089165479,0.08959413,0.089165479,0.08959413,35907200,23.80859369,0.102114542,0.104748275,0.116531128,0.092965422,-0.002026008,6.39E-05
01-07-1981,0.088308148,0.088736799,0.088308148,0.088736799,170464000,11.99945402,0.100799648,0.103762294,0.117523786,0.090000801,-0.002837625,-0.000516384
02-07-1981,0.088308148,0.088736799,0.088308148,0.088308148,30284800,12.4994116,0.099609981,0.10266915,0.117701804,0.087636496,-0.003441171,-0.001101341
06-07-1981,0.08530762,0.08616493,0.08530762,0.08616493,16531200,11.53797903,0.098247851,0.101511707,0.118147397,0.084876018,-0.004114176,-0.001703908
07-07-1981,0.086164899,0.087022208,0.086164899,0.086164899,15836800,14.66594395,0.097097094,0.100590025,0.118499448,0.082680602,-0.004526188,-0.002268364
08-07-1981,0.089594126,0.09002355,0.089594126,0.089594126,16620800,24.0495351,0.096382526,0.099732641,0.118039461,0.08142582,-0.004523852,-0.002719462
09-07-1981,0.082735687,0.083164339,0.082735687,0.083164339,32883200,20.21198918,0.095082827,0.098468037,0.117826246,0.079109828,-0.00501758,-0.003179085
10-07-1981,0.076305099,0.07673375,0.076305099,0.07673375,55171200,18.6264413,0.093294472,0.096646142,0.117171102,0.076121181,-0.005860205,-0.003715309
13-07-1981,0.078020439,0.078449096,0.078020439,0.078020439,45740800,23.71178391,0.091839802,0.094974313,0.115863524,0.074085101,-0.006316762,-0.0042356
14-07-1981,0.081449695,0.082307004,0.081449695,0.081449695,19779200,26.73290975,0.090850268,0.093495379,0.113778342,0.073212415,-0.006328919,-0.004654264
15-07-1981,0.083592974,0.084021625,0.083592974,0.083592974,10953600,32.00000834,0.090159097,0.092230773,0.111607229,0.072854317,-0.006095345,-0.00494248
16-07-1981,0.085736245,0.086593554,0.085736245,0.085736245,15232000,32.00005562,0.089737873,0.091159063,0.109393715,0.07292441,-0.005671909,-0.005088366
17-07-1981,0.088736825,0.089165482,0.088736825,0.088736825,19824000,37.49977439,0.089642535,0.090258814,0.10696824,0.073549387,-0.005036158,-0.005077924
20-07-1981,0.082735687,0.083164339,0.082735687,0.083164339,23654400,35.45439851,0.08898474,0.089208535,0.104963117,0.073453952,-0.004959394,-0.005054218
21-07-1981,0.082307011,0.082735668,0.082307011,0.082735668,31942400,41.48966384,0.088348766,0.088329756,0.103528325,0.073131187,-0.00487693,-0.005018761
22-07-1981,0.077591047,0.078449128,0.077591047,0.078449128,22668800,37.86383193,0.087324221,0.087129446,0.101694814,0.072564079,-0.005132946,-0.005041598
23-07-1981,0.079735093,0.08016375,0.079735093,0.079735093,34451200,40.741363,0.086601447,0.086164937,0.099947245,0.072382628,-0.005103999,-0.005054078
24-07-1981,0.082307011,0.082735668,0.082307011,0.082307011,28851200,46.72915307,0.086192453,0.085221861,0.097136117,0.073307605,-0.004817987,-0.00500686
27-07-1981,0.085736245,0.086164896,0.085736245,0.085736245,17337600,49.55754975,0.086149005,0.084514544,0.094243308,0.07478578,-0.00426544,-0.004858576
28-07-1981,0.082735687,0.083164339,0.082735687,0.083164339,22848000,42.8576217,0.085823927,0.083828658,0.091786457,0.075870859,-0.004023285,-0.004691518
29-07-1981,0.081449695,0.081878352,0.081449695,0.081878352,15500800,48.48492296,0.085407333,0.083442869,0.09105176,0.075833978,-0.003890299,-0.004531274
30-07-1981,0.084450267,0.085307576,0.084450267,0.084450267,9900800,60.43989373,0.085316184,0.083249975,0.090527946,0.075972004,-0.003502412,-0.004325501
31-07-1981,0.085736245,0.086164896,0.085736245,0.085736245,10953600,59.99962921,0.08535619,0.08312138,0.090108101,0.076134659,-0.003056013,-0.004071604
03-08-1981,0.084878907,0.085736215,0.084878907,0.085736215,12432000,54.76166386,0.085310734,0.083099944,0.090061006,0.076138882,-0.002739836,-0.00380525
04-08-1981,0.086164899,0.086593556,0.086164899,0.086164899,31673600,53.65836909,0.085392083,0.083099944,0.090061006,0.076138882,-0.002358309,-0.003515862
05-08-1981,0.088736825,0.089165482,0.088736825,0.088736825,17494400,54.21667674,0.08571063,0.083057079,0.089858489,0.076255669,-0.001827349,-0.003178159
06-08-1981,0.086593524,0.087022175,0.086593524,0.087022175,10528000,46.91368303,0.085794715,0.083249971,0.090229491,0.07627045,-0.001561506,-0.002854829
07-08-1981,0.086593524,0.087022175,0.086593524,0.086593524,9206400,56.71593859,0.085870792,0.083764392,0.090073043,0.077455741,-0.001335429,-0.002550949
10-08-1981,0.086593524,0.086593524,0.086593524,0.086593524,0,57.57526601,0.085939624,0.084193046,0.090003775,0.078382317,-0.001143085,-0.002269376
11-08-1981,0.084021643,0.084878952,0.084021643,0.084878952,71456000,62.29618899,0.085756959,0.084321644,0.089988804,0.078654483,-0.001184526,-0.002052406
12-08-1981,0.082307011,0.082735668,0.082307011,0.082735668,26275200,54.99997248,0.085428393,0.084257346,0.089988139,0.078526552,-0.001340274,-0.00190998
13-08-1981,0.079735093,0.08016375,0.079735093,0.08016375,27484800,45.00002752,0.084886173,0.083957288,0.08998289,0.077931686,-0.001652193,-0.001858422
14-08-1981,0.0784491,0.079306409,0.0784491,0.079306409,24192000,34.54547063,0.084273119,0.083442902,0.089506889,0.077378915,-0.001980332,-0.001882804
17-08-1981,0.07587643,0.076733738,0.07587643,0.076733738,18905600,35.18403243,0.083473434,0.083099939,0.090044313,0.076155565,-0.00242008,-0.001990259
18-08-1981,0.074161783,0.075019091,0.074161783,0.075019091,17001600,34.5443462,0.08258661,0.082692678,0.090705959,0.074679396,-0.002873813,-0.00216697
19-08-1981,0.073304467,0.074161775,0.073304467,0.074161775,20675200,23.99922413,0.081702597,0.082478349,0.09125875,0.073697947,-0.003264943,-0.002386565
20-08-1981,0.074161783,0.07459044,0.074161783,0.074161783,17113600,22.4482253,0.080984424,0.082199683,0.091673082,0.072726284,-0.003465786,-0.002602409
21-08-1981,0.069017939,0.069875248,0.069017939,0.069875248,41910400,18.64359995,0.079844759,0.081535229,0.092691601,0.070378858,-0.00399398,-0.002880723
24-08-1981,0.064730614,0.065159271,0.064730614,0.065159271,23072000,12.12055856,0.078405316,0.080484948,0.093734708,0.067235188,-0.004704301,-0.003245439
25-08-1981,0.066446029,0.06687468,0.066446029,0.066446029,40700800,9.377118165,0.077266337,0.079670465,0.094271471,0.065069459,-0.005070368,-0.003610425
26-08-1981,0.065159284,0.065587935,0.065159284,0.065587935,33600000,9.679304672,0.076113284,0.078855944,0.094795233,0.062916656,-0.005402037,-0.003968747
27-08-1981,0.06558796,0.066017384,0.06558796,0.06558796,25916800,11.11287356,0.075110872,0.077912829,0.094669559,0.061156099,-0.005566134,-0.004288225
28-08-1981,0.069017939,0.069446591,0.069017939,0.069017939,38035200,21.12921556,0.074530593,0.077076914,0.093858364,0.060295464,-0.005357651,-0.00450211
31-08-1981,0.069017939,0.069446591,0.069017939,0.069017939,40947200,23.07929442,0.074005578,0.076283865,0.093011898,0.059555833,-0.005133254,-0.004628339
01-09-1981,0.073304467,0.073733124,0.073304467,0.073304467,37027200,35.2118499,0.073938806,0.075640844,0.09174675,0.059534938,-0.004557001,-0.004614071
